,aqi,arithmetic_mean,cbsa,cbsa_code,city,county,county_code,date_local,date_of_last_change,datum,event_type,first_max_hour,first_max_value,latitude,local_site_name,longitude,method,method_code,observation_count,observation_percent,parameter,parameter_code,poc,pollutant_standard,sample_duration,site_address,site_number,state,state_code,units_of_measure,validity_indicator
0,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-31,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
1,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-31,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
2,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-31,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
3,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-30,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
4,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-30,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
5,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-30,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
6,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-29,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
7,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-29,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
8,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-29,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
9,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-28,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
10,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-28,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
11,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-28,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
12,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-27,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
13,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-27,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
14,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-27,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
15,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-26,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
16,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-26,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
17,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-26,2020-08-26,WGS84,Excluded,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
18,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-25,2020-08-26,WGS84,None,1,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,22,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
19,0.0,0.0,"Santa Maria-Santa Barbara, CA",42200,Capitan,Santa Barbara,083,2020-05-25,2020-08-26,WGS84,Included,0,0.0,34.48974,Los Flores Canyon #1,-120.04692,INSTRUMENTAL - PULSED FLUORESCENT,060,23,96.0,Sulfur dioxide,42401,1,SO2 1-hour 2010,1 HOUR,LFC #1-LAS FLORES CANYON,1025,California,06,Parts per billion,Y
